carat,cut,color,clarity,depth,table,price,x,y,z
1,Very Good,E,VS2,59.4,59,6377,6.44,6.46,3.83
0.52,Ideal,E,VS2,61.1,55,1689,5.2,5.27,3.2
1.5,Very Good,E,VS2,62.9,56,13892,7.31,7.22,4.57
0.3,Ideal,E,VS2,62,55,658,4.25,4.3,2.65
0.27,Ideal,E,VVS2,61.8,57,622,4.12,4.16,2.56
1.22,Ideal,E,SI2,62.7,57,6343,6.84,6.81,4.28
0.31,Ideal,E,VS1,61.6,55,722,4.39,4.41,2.71
0.41,Premium,E,VS2,59.8,60,935,4.83,4.87,2.9
0.28,Very Good,E,VVS2,61,57,707,4.22,4.25,2.58
0.6,Premium,E,VS2,62.7,58,1915,5.37,5.34,3.36
1,Premium,E,SI2,61.7,58,4620,6.34,6.39,3.93
0.53,Ideal,E,VS1,60.9,57,1827,5.25,5.19,3.18
0.34,Ideal,E,SI1,60.4,57,723,4.53,4.55,2.74
1.03,Ideal,E,VVS2,61.7,56,11611,6.49,6.51,4.01
0.3,Very Good,E,VS2,61.9,61,658,4.28,4.32,2.66
0.33,Ideal,E,IF,62.1,55,1289,4.43,4.46,2.76
1.36,Premium,E,SI2,61.1,58,7677,7.21,7.13,4.38
0.75,Premium,E,VS2,62.1,57,3024,5.9,5.79,3.63
0.3,Ideal,E,VS2,61.4,56,795,4.32,4.34,2.66
0.25,Very Good,E,VS2,63.3,60,404,4,4.03,2.54
0.44,Very Good,E,SI1,63.2,53,970,4.87,4.84,3.07
0.39,Ideal,E,VS2,60.4,56,985,4.73,4.7,2.85
0.9,Very Good,E,VS2,61.1,63,4134,6.17,6.2,3.78
0.33,Ideal,E,VS1,62.3,53.8,771,4.42,4.44,2.76
0.6,Very Good,E,VS2,62.9,59,2085,5.34,5.38,3.37
0.5,Fair,E,SI1,66.5,58,1098,4.87,4.9,3.25
0.7,Ideal,E,VS2,62.1,54,2839,5.69,5.72,3.54
0.53,Good,E,SI1,63.1,56,1355,5.15,5.19,3.26
0.27,Ideal,E,VVS2,62,55,622,4.12,4.14,2.56
0.31,Very Good,E,SI1,62.8,57,544,4.32,4.34,2.72
0.52,Very Good,E,SI2,61.8,54,1120,5.15,5.18,3.19
0.52,Ideal,E,SI1,61.4,57,1429,5.18,5.15,3.17
0.5,Premium,E,SI2,62.4,59,1097,5.09,5,3.15
0.39,Ideal,E,VS2,61.4,55,734,4.76,4.81,2.94
0.32,Ideal,E,VS2,62,54,900,4.41,4.37,2.72
1.02,Very Good,E,VS2,59.2,58,6612,6.52,6.58,3.88
1.02,Very Good,E,VS1,58.9,59,7253,6.52,6.65,3.88
1.01,Premium,E,SI2,59.6,61,4434,6.59,6.56,3.92
0.73,Ideal,E,SI1,61.5,56,3453,5.79,5.82,3.57
2,Premium,E,SI2,61.8,56,18426,8.12,8.05,5
0.31,Ideal,E,SI1,62.4,57,698,4.34,4.31,2.7
0.32,Ideal,E,VVS2,60.8,57,1080,4.46,4.42,2.7
0.3,Ideal,E,VS2,62.1,55,658,4.28,4.32,2.67
1,Good,E,VS1,60,65,7190,6.48,6.43,3.87
0.76,Ideal,E,VVS1,62.2,55,5056,5.86,5.82,3.63
0.93,Ideal,E,SI2,62.1,55,3990,6.27,6.29,3.9
1.64,Ideal,E,SI1,60.7,55,9801,7.67,7.64,4.65
0.3,Fair,E,VS1,56.3,62,640,4.47,4.49,2.52
0.71,Good,E,SI2,62.2,56,2390,5.63,5.66,3.51
0.37,Very Good,E,VS1,62,56,925,4.59,4.63,2.86
1.5,Premium,E,VS1,62.5,58,16169,7.28,7.21,4.53
0.41,Premium,E,SI1,61.5,61,904,4.78,4.75,2.93
0.51,Ideal,E,SI1,61.7,56,1732,5.13,5.17,3.18
1.58,Ideal,E,VS2,62.7,56,15721,7.55,7.45,4.7
0.26,Ideal,E,VS1,62.1,56,556,4.09,4.12,2.55
1.04,Ideal,E,SI2,62,55,4892,6.51,6.48,4.03
0.7,Ideal,E,VS2,61.5,56,2940,5.73,5.68,3.51
0.71,Premium,E,SI1,62.7,56,2743,5.71,5.64,3.56
1.24,Premium,E,SI1,58.5,60,5775,7.08,7.01,4.11
0.4,Ideal,E,SI2,61.8,55.2,679,4.75,4.77,2.94
0.33,Ideal,E,VS1,61.6,56,1002,4.46,4.43,2.74
0.38,Ideal,E,SI1,62.1,55,685,4.64,4.67,2.89
0.97,Premium,E,SI1,61,61,4915,6.32,6.28,3.84
0.44,Ideal,E,VVS2,60.9,57,1334,4.95,4.9,3
0.73,Very Good,E,SI1,57.7,61,2844,5.92,5.96,3.43
0.32,Ideal,E,VS2,61.9,55,900,4.43,4.42,2.74
0.61,Very Good,E,SI1,60.1,59,1721,5.48,5.51,3.3
0.3,Premium,E,VS2,62.1,58,658,4.29,4.31,2.67
0.7,Good,E,SI2,57.5,58,2229,5.8,5.85,3.35
1.01,Good,E,SI1,63.6,60,5226,6.38,6.32,4.04
0.4,Ideal,E,VS2,62.2,55,1090,4.71,4.77,2.95
0.9,Very Good,E,SI1,63.1,61,4092,6.18,6.14,3.89
0.3,Premium,E,VS2,59.9,59,844,4.38,4.33,2.61
1.01,Ideal,E,SI2,61.1,57,4751,6.52,6.48,3.97
0.24,Ideal,E,VVS2,61.7,58,526,3.96,4.01,2.46
0.65,Premium,E,SI2,62.6,59,1827,5.54,5.49,3.45
0.75,Ideal,E,SI1,60.8,56,3045,5.91,5.89,3.59
1.83,Very Good,E,SI2,62.8,56,13134,7.76,7.82,4.89
0.71,Very Good,F,SI2,63.2,57,2397,5.66,5.7,3.59
1.01,Very Good,F,SI2,59.5,57,3709,6.61,6.66,3.95
1.53,Premium,F,SI1,62,56,11370,7.47,7.39,4.61
1.06,Ideal,F,SI1,61.2,55,4862,6.62,6.57,4.03
0.9,Good,F,SI2,61.9,59,4013,6.09,6.12,3.78
0.71,Ideal,F,VS1,62.7,57,3041,5.66,5.7,3.56
0.33,Ideal,F,SI2,62.3,55,450,4.44,4.49,2.78
1.27,Ideal,F,VS2,61,54,10656,7,7.02,4.28
1.2,Ideal,F,VS1,62.1,58,10367,6.78,6.84,4.23
0.48,Very Good,F,VVS1,62.3,55,1914,5.02,5.05,3.13
1.01,Very Good,F,VVS2,61.8,55,8532,6.36,6.45,3.96
1.05,Premium,F,SI1,60.3,60,5557,6.66,6.54,3.98
1.01,Very Good,F,VVS1,62.8,58,9243,6.35,6.39,4
0.9,Good,F,VS2,63.6,59,4309,6.06,6.11,3.87
0.28,Ideal,F,IF,62.4,55,646,4.17,4.2,2.61
0.5,Premium,F,VS2,62.3,58,1436,5.02,5.06,3.14
1.28,Very Good,F,SI2,62.5,55,5223,6.91,7,4.35
1.51,Good,F,SI2,63.8,59,8245,7.22,7.18,4.59
0.7,Ideal,F,SI1,61.9,57,2230,5.66,5.75,3.53
0.55,Ideal,F,VVS1,60.6,57,2716,5.33,5.36,3.24
1.5,Premium,F,VS2,61.1,58,14199,7.36,7.33,4.49
0.55,Very Good,F,VS2,62.5,56,1625,5.23,5.27,3.28
0.53,Premium,F,SI1,62.2,58,1266,5.19,5.16,3.22
1.11,Premium,F,VS2,63,56,6589,6.62,6.49,4.15
0.9,Very Good,F,SI2,60.3,57,3519,6.27,6.34,3.8
1.75,Ideal,F,SI2,62.9,57,11113,7.71,7.59,4.81
1.6,Very Good,F,SI2,60.5,60,8377,7.52,7.55,4.56
0.23,Very Good,F,VVS2,61.2,55,505,3.97,4.01,2.44
0.72,Ideal,F,SI2,61.2,54,2422,5.81,5.86,3.57
1.27,Ideal,F,VS2,61,59,9547,6.96,6.98,4.25
0.72,Premium,F,VS2,60.8,58,2530,5.78,5.74,3.5
0.9,Good,F,VS2,64.3,57,4617,6.07,6.09,3.91
1.02,Ideal,F,SI2,61.6,56,4684,6.52,6.49,4.01
1.01,Very Good,F,VS2,63.1,60,6271,6.39,6.29,4
0.53,Ideal,F,VS1,61.4,57,1800,5.18,5.2,3.19
0.32,Ideal,F,VVS2,61.6,55,945,4.41,4.42,2.72
1.02,Very Good,F,IF,62.5,58,10967,6.39,6.54,4.04
0.7,Ideal,F,SI1,61.2,55,3119,5.74,5.76,3.52
0.51,Very Good,F,SI1,62,54,1265,5.15,5.18,3.2
1.3,Ideal,F,SI2,62.2,56,6559,7,6.96,4.34
1.01,Good,F,SI1,63.9,59,5309,6.29,6.32,4.03
1.02,Ideal,F,VS2,62.8,57,7037,6.41,6.36,4.01
0.36,Ideal,F,VVS2,61.5,56,896,4.58,4.61,2.82
0.3,Ideal,F,VS2,62.2,55,573,4.3,4.32,2.68
0.58,Very Good,F,SI1,62.2,57,1440,5.32,5.36,3.32
1.05,Ideal,F,VS2,61.6,54,6810,6.54,6.58,4.04
1.21,Premium,F,SI2,62.4,60,4310,6.77,6.73,4.21
0.41,Premium,F,VS2,60.3,60,1107,4.84,4.81,2.91
0.41,Ideal,F,VS1,62.3,55,1007,4.77,4.79,2.98
0.23,Ideal,F,VS2,61.5,55,498,3.93,3.97,2.43
0.31,Ideal,F,IF,61.2,56,921,4.37,4.42,2.69
0.54,Ideal,F,SI1,61.5,55,1260,5.23,5.28,3.23
2.08,Premium,F,SI2,62,60,13437,8.15,8.1,5.04
0.36,Premium,F,VS1,60.7,58,789,4.57,4.62,2.79
1.08,Premium,F,SI2,59.9,58,3931,6.75,6.66,4.01
0.76,Ideal,F,SI1,62.6,57,2719,5.84,5.89,3.67
0.97,Good,F,SI2,59.1,62,4182,6.49,6.54,3.85
0.4,Premium,F,VS1,62.9,58,1050,4.71,4.67,2.95
1.21,Very Good,F,VS2,63.5,58,7826,6.76,6.73,4.28
0.25,Premium,F,IF,61.1,58,576,4.08,4.1,2.5
0.91,Premium,F,SI2,61,51,3546,6.24,6.21,3.8
1.01,Premium,F,VS2,61.5,58,6244,6.41,6.46,3.96
0.5,Premium,F,VS2,60.6,59,1433,5.13,5.03,3.08
0.43,Ideal,F,VVS2,61.8,57,1169,4.83,4.85,2.99
0.24,Very Good,F,VS1,59.9,58,419,4.02,4.06,2.42
1,Premium,F,SI1,62.9,57,4586,6.37,6.32,3.99
0.34,Ideal,F,SI2,60.1,56,447,4.54,4.55,2.73
0.56,Good,F,VS1,59.1,62,1712,5.36,5.42,3.19
0.72,Premium,F,VS2,61.5,58,2646,5.73,5.69,3.51
1.02,Premium,F,SI2,63,58,4238,6.44,6.38,4.04
1.02,Premium,F,VS1,62.8,58,7677,6.44,6.4,4.03
1.52,Ideal,F,SI1,62,54,12071,7.36,7.44,4.59
0.51,Fair,F,VS2,61,66,1334,5.12,5.04,3.1
1.03,Premium,F,VS2,62,58,6484,6.5,6.46,4.02
0.4,Very Good,F,SI1,63.1,58,882,4.69,4.66,2.95
0.63,Very Good,F,VS2,63,56.2,2032,5.38,5.48,3.42
0.42,Ideal,F,SI1,61.6,56,886,4.83,4.81,2.97
0.4,Good,F,I1,63.3,60.4,491,4.64,4.68,2.95
0.92,Fair,F,SI2,65.1,58,3282,6.12,6.07,3.97
1.01,Very Good,F,VS2,59.1,59,6196,6.58,6.65,3.91
0.37,Very Good,F,SI1,62.4,59,616,4.56,4.6,2.86
0.38,Ideal,F,SI1,61.8,55,640,4.66,4.69,2.89
0.25,Good,F,VS1,63.6,57,558,4.04,4.01,2.56
0.39,Ideal,F,SI1,61.8,57,697,4.68,4.73,2.91
0.36,Premium,F,SI1,62.3,59,770,4.56,4.5,2.82
0.61,Very Good,F,VVS2,60.5,58.5,2274,5.44,5.64,3.34
1.5,Very Good,F,VS2,62.6,59,12870,7.22,7.31,4.55
1,Very Good,F,SI1,58.1,63,4586,6.45,6.36,3.72
0.78,Ideal,F,SI1,61.1,56,2923,5.94,5.98,3.64
1.07,Ideal,F,SI1,61.9,56,5264,6.55,6.61,4.07
0.9,Good,F,VS1,62.8,57,4770,6.04,6.1,3.81
0.44,Ideal,F,SI1,61,57,1040,4.91,4.89,2.99
1.5,Very Good,F,SI1,63,56,10479,7.28,7.32,4.6
1.02,Premium,F,VS1,61.9,59,7389,6.44,6.38,3.97
1.02,Premium,F,SI1,62.2,58,5089,6.4,6.46,4
0.39,Premium,F,VS2,58.8,59,1053,4.83,4.8,2.83
0.58,Ideal,F,SI1,62.2,57,1705,5.37,5.33,3.33
0.56,Ideal,F,VS2,62.1,57,1814,5.29,5.28,3.28
0.52,Fair,F,VS1,57.2,59,1784,5.35,5.39,3.07
1,Good,F,SI1,63.8,57,4844,6.21,6.29,3.99
0.41,Premium,F,SI1,61.8,58,969,4.76,4.75,2.94
0.3,Ideal,F,VS1,61.7,56,570,4.32,4.34,2.67
0.75,Ideal,F,SI2,59.2,60,2248,5.87,5.92,3.49
0.25,Very Good,F,VVS2,59.4,57,575,4.1,4.12,2.44
0.42,Premium,F,VVS2,61.7,59,1221,4.82,4.78,2.96
0.53,Ideal,F,SI1,61.6,54,1284,5.23,5.25,3.23
0.3,Ideal,F,VS1,61.9,55.1,652,4.31,4.34,2.68
1.5,Premium,F,VS1,62.6,58,14918,7.31,7.26,4.56
0.91,Good,F,VVS2,64,61,5317,6.06,6.13,3.9
0.32,Ideal,F,IF,61.6,56,929,4.43,4.47,2.74
0.3,Ideal,F,VS2,62.7,57,776,4.31,4.27,2.69
0.7,Ideal,F,SI1,61.8,58,2343,5.7,5.75,3.54
1.2,Very Good,F,VS2,62.9,57,9331,6.78,6.71,4.24
0.39,Very Good,F,VS2,62.1,59,716,4.69,4.71,2.92
0.38,Ideal,F,VVS2,60.8,58,963,4.69,4.72,2.86
0.23,Very Good,F,VVS1,62.8,54,583,3.92,3.94,2.47
0.31,Premium,F,VS2,59.7,60,802,4.42,4.39,2.63
0.44,Premium,F,VVS2,61.6,58,1253,4.89,4.85,3
2,Good,F,SI1,63,64,17869,7.67,7.76,4.86
0.39,Very Good,F,VVS1,60.8,57,1107,4.72,4.75,2.88
1,Very Good,F,SI1,61.4,62,4851,6.32,6.36,3.89
0.36,Ideal,F,VS1,60.1,56,862,4.65,4.69,2.8
0.53,Ideal,F,VS2,61.9,55,1621,5.2,5.23,3.23
1.21,Premium,F,SI2,59,60,5982,6.94,6.99,4.11
0.7,Premium,F,VS2,62.2,59,2648,5.68,5.64,3.52
0.77,Very Good,F,VVS2,63.5,59,3415,5.77,5.72,3.65
0.3,Ideal,F,VS1,62.6,57,570,4.29,4.34,2.7
0.31,Ideal,F,VS2,60.8,57,802,4.39,4.36,2.66
0.52,Ideal,F,SI1,61.8,55,1624,5.19,5.15,3.2
0.3,Ideal,F,VS2,62.4,57,565,4.29,4.33,2.69
1.51,Ideal,F,SI1,63,57,11035,7.29,7.25,4.58
1.01,Fair,F,VS2,69,61,6041,6.06,5.99,4.16
0.31,Very Good,F,VVS1,62.4,57,897,4.3,4.32,2.69
0.25,Very Good,F,VVS1,61.8,55,633,4.06,4.09,2.52
0.6,Very Good,F,VS2,60.8,56,2270,5.45,5.48,3.32
1.09,Very Good,F,SI2,58.5,59,4113,6.75,6.8,3.96
2,Very Good,F,SI1,63.3,56,15851,8,7.93,5.04
1.02,Premium,F,SI2,61.5,58,4459,6.42,6.49,3.97
0.93,Premium,F,SI1,61.1,59,4182,6.32,6.29,3.85
1.01,Good,F,SI1,63.5,57,4549,6.29,6.33,4.01
0.51,Ideal,F,VS2,60.6,56,1569,5.17,5.19,3.14
1,Good,F,VS2,64,59,5864,6.29,6.25,4.03
0.4,Good,F,VVS1,59.2,64,1287,4.8,4.83,2.85
1.26,Ideal,F,SI2,62.7,58,6277,6.91,6.87,4.32
1.6,Premium,F,SI2,61.8,57,6899,7.51,7.46,4.63
0.56,Ideal,F,VS1,61.7,56,2016,5.32,5.28,3.27
2.06,Very Good,F,I1,58.7,61,9789,8.31,8.33,4.88
1.2,Ideal,F,SI1,61.5,53,7463,6.87,6.9,4.24
0.53,Ideal,F,VS1,61.7,55,2046,5.18,5.22,3.21
0.3,Premium,F,VVS1,62,59,868,4.24,4.28,2.64
1.2,Very Good,F,VS2,61.1,58,8232,6.82,6.86,4.18
0.24,Ideal,F,VS2,61.2,57,419,4.04,4.06,2.48
1.01,Good,F,SI1,63.4,55,4339,6.35,6.42,4.05
0.67,Fair,F,SI1,56,67,1642,5.81,5.78,3.25
1.05,Ideal,F,SI2,61.9,56,5347,6.48,6.5,4.02
1.14,Premium,F,VS2,62,59,7275,6.71,6.64,4.14
0.28,Ideal,F,IF,62.6,53,787,4.18,4.19,2.62
1.04,Very Good,F,SI2,63.2,58,4013,6.39,6.34,4.02
0.32,Ideal,F,VS2,62.2,55,828,4.37,4.35,2.71
0.35,Ideal,F,SI1,61.5,54,607,4.57,4.6,2.82
0.37,Good,F,SI1,63.7,55,738,4.59,4.55,2.91
0.81,Premium,F,SI1,61.9,58,3004,5.99,5.96,3.7
0.3,Very Good,F,SI2,61.7,62,394,4.25,4.27,2.63
0.79,Ideal,F,SI1,61.3,56,3163,5.96,6.01,3.67
0.23,Very Good,F,VS2,61,59,402,3.95,3.99,2.42
0.9,Good,F,SI1,64.2,56,4232,6.02,6.1,3.89
1.03,Premium,F,VVS2,61.3,57,8527,6.53,6.49,3.99
0.36,Ideal,F,IF,61.4,56,1063,4.57,4.61,2.82
1.32,Very Good,F,IF,62.4,58,14842,6.97,7.01,4.36
1,Good,F,SI2,60.6,62,3672,6.36,6.45,3.88
0.33,Ideal,F,VVS1,62.6,54,880,4.44,4.47,2.79
1.02,Good,F,SI1,64.3,58,4936,6.28,6.32,4.05
0.3,Premium,F,IF,61.6,58,846,4.3,4.34,2.66
0.5,Premium,F,SI2,62.2,54,1094,5.14,5.08,3.18
0.35,Premium,F,SI1,60.2,58,583,4.54,4.6,2.75
1.22,Very Good,F,VS2,62.3,57,8575,6.8,6.84,4.25
0.7,Very Good,F,VS2,61.7,63,2762,5.64,5.61,3.47
1.33,Fair,F,I1,62,56,4698,7.05,7.01,4.36
1.01,Very Good,F,SI2,60,59,4416,6.48,6.61,3.93
1.06,Ideal,F,VVS2,61.1,57,8776,6.62,6.57,4.03
0.79,Good,F,SI2,64.3,60,1943,5.82,5.75,3.72
0.7,Ideal,F,VS1,61.6,54,2839,5.75,5.72,3.53
0.5,Very Good,F,VS2,60.8,61,1357,5.04,5.09,3.08
0.34,Premium,F,SI2,60,62,574,4.55,4.51,2.72
0.49,Very Good,F,SI1,62.5,57,1116,4.99,5.02,3.13
0.71,Premium,F,SI2,60.2,60,2331,5.8,5.77,3.48
0.78,Very Good,F,SI2,62.4,59,2586,5.86,5.91,3.67
0.24,Very Good,F,VVS2,62.8,58,552,3.95,3.98,2.49
0.28,Very Good,F,VS1,62.3,52,536,4.2,4.26,2.62
0.31,Ideal,F,VS2,62.2,56,749,4.39,4.36,2.72
1.01,Premium,F,SI2,60.9,60,3297,6.45,6.42,3.91
0.74,Ideal,F,VVS1,60.8,60,4127,5.82,5.86,3.55
0.24,Very Good,F,VS2,62.4,58,419,3.98,4,2.49
0.24,Good,F,VVS2,65,58,492,3.89,3.93,2.54
0.31,Ideal,F,IF,61.4,56,1061,4.38,4.41,2.7
1.21,Very Good,F,SI1,60.2,60,7877,6.92,6.96,4.18
1.29,Ideal,F,VS1,60.7,57,11197,7.08,7.05,4.29
0.31,Very Good,F,VVS2,62,55,754,4.34,4.38,2.7
0.72,Ideal,F,SI2,61.7,55,2298,5.79,5.75,3.56
0.51,Very Good,F,SI2,58.9,60,1090,5.19,5.24,3.07
0.34,Very Good,F,VVS2,61.9,57,825,4.48,4.52,2.78
0.23,Good,F,VS2,63.8,57,357,3.93,3.84,2.48
1.01,Premium,F,SI2,58.8,62,4197,6.49,6.46,3.81
1.04,Ideal,F,VS2,62,55,7459,6.47,6.52,4.03
0.55,Good,F,VS2,58.2,58,1624,5.42,5.46,3.16
1.08,Premium,F,SI2,62.7,58,3992,6.53,6.49,4.08
0.7,Ideal,F,SI1,61.5,56,2348,5.74,5.7,3.52
2.02,Ideal,F,SI2,61.3,57,16290,8.11,8.16,4.99
0.32,Ideal,F,VVS2,60.8,58,837,4.39,4.43,2.68
0.74,Ideal,F,SI2,60.6,57,2555,5.88,5.84,3.55
0.38,Ideal,F,VS2,62,56,800,4.63,4.66,2.88
1.1,Premium,F,I1,59.8,61,3745,6.7,6.65,3.99
1.17,Ideal,F,VS2,61.8,55,8072,6.81,6.74,4.19
0.9,Very Good,F,VS2,61.6,63,4617,6.13,6.17,3.79
0.76,Premium,F,SI2,61.8,58,2491,5.88,5.83,3.62
0.59,Very Good,F,VS2,62,58,1764,5.35,5.42,3.34
0.66,Ideal,F,VVS2,61.2,57,2732,5.63,5.58,3.43
0.4,Premium,F,SI1,62.6,59,945,4.74,4.68,2.95
0.73,Premium,F,SI1,62.2,56,2728,5.79,5.73,3.58
0.41,Ideal,F,VVS1,60.3,56,1356,4.85,4.8,2.91
0.33,Ideal,F,IF,61.5,55,1042,4.44,4.47,2.74
0.62,Ideal,F,SI2,61.3,55,1441,5.55,5.47,3.38
0.55,Premium,F,VS2,62.5,58,2376,5.25,5.22,3.27
0.3,Very Good,F,VVS1,61.8,55,783,4.32,4.35,2.68
0.31,Premium,F,VS2,61.4,58,625,4.36,4.4,2.69
1.7,Premium,F,SI2,61.8,60,10377,7.64,7.56,4.7
1.05,Good,F,SI1,57.9,62,4729,6.68,6.73,3.88
1.04,Premium,F,VS2,60.1,59,6458,6.61,6.56,3.96
0.25,Very Good,F,VVS2,62.8,54,633,4,4.03,2.52
1.29,Ideal,F,SI2,61.7,54,6509,7.08,6.99,4.34
0.32,Very Good,F,VS1,62.3,55,696,4.38,4.42,2.74
0.51,Premium,F,VVS2,60.5,59,2203,5.17,5.15,3.12
0.41,Ideal,F,VVS2,62.9,54,1192,4.74,4.7,2.97
1.01,Premium,F,VS1,61.2,59,7982,6.48,6.42,3.95
0.92,Very Good,F,SI1,62.7,57,4037,6.14,6.2,3.87
0.36,Very Good,F,VS2,61.3,59,741,4.55,4.6,2.79
0.41,Very Good,F,SI2,60.8,58,647,4.78,4.83,2.92
0.8,Very Good,F,VS1,63.6,57,3559,5.82,5.91,3.73
0.28,Very Good,F,VVS1,60.1,59,642,4.24,4.25,2.55
0.52,Ideal,F,SI2,60.9,57,1226,5.22,5.2,3.17
0.41,Very Good,F,VVS1,62.3,54,1161,4.75,4.79,2.97
0.41,Premium,F,VS2,62.6,57,1107,4.74,4.71,2.96
0.91,Premium,F,SI2,61.4,60,3618,6.23,6.21,3.82
1,Very Good,F,VS2,61.9,58,6927,6.41,6.49,3.99
0.41,Premium,F,VS2,61.1,56,1107,4.84,4.79,2.94
1.04,Ideal,F,SI2,62,54,4695,6.49,6.51,4.03
1.04,Very Good,F,SI2,62.8,55,4244,6.41,6.48,4.05
0.4,Premium,F,VS2,60.7,60,1080,4.8,4.75,2.9
0.39,Very Good,F,VS2,62.4,58,821,4.61,4.65,2.89
0.59,Premium,F,SI1,62.2,60,2124,5.37,5.33,3.33
0.81,Premium,F,SI1,61.2,56,2926,6.03,6,3.68
0.35,Ideal,F,VS2,62.1,57,706,4.53,4.55,2.82
0.23,Very Good,F,VVS1,63.2,58,505,3.89,3.93,2.47
1.06,Ideal,F,SI1,62.1,57,5655,6.51,6.53,4.05
0.32,Premium,F,VS2,59.5,60,602,4.46,4.48,2.66
0.85,Very Good,F,VS1,62,55,4293,6.08,6.14,3.78
0.7,Good,F,VS1,64,57,2441,5.62,5.54,3.57
0.52,Very Good,F,SI2,62.3,60,1057,5.1,5.13,3.19
0.94,Premium,F,SI2,62.4,58,3456,6.23,6.17,3.87
0.31,Very Good,F,VS2,63,57,583,4.27,4.33,2.71
1.08,Premium,F,SI1,61,59,5487,6.67,6.57,4.04
1.52,Very Good,F,VS2,60.9,56,13215,7.38,7.44,4.51
0.7,Ideal,F,SI1,62.3,56,2382,5.65,5.68,3.53
0.35,Ideal,F,SI1,62.4,55,583,4.52,4.55,2.83
0.39,Very Good,F,SI1,61.3,62,670,4.68,4.71,2.88
0.78,Ideal,F,SI2,61.2,56,2622,5.93,5.97,3.64
0.71,Very Good,F,VS2,63.1,58,2588,5.65,5.7,3.58
0.65,Premium,F,VS2,59,62,1853,5.68,5.65,3.34
0.38,Very Good,F,VS2,61.9,59,800,4.61,4.66,2.87
0.51,Good,F,VS2,63.2,56.5,1569,5.05,5.08,3.2
1.06,Very Good,F,SI2,61.8,56.4,5258,6.51,6.56,4.04
1.04,Ideal,F,SI2,62.2,56,4797,6.45,6.48,4.02
0.32,Premium,F,VVS1,62.7,60,990,4.35,4.32,2.72
0.7,Premium,F,SI1,59.4,60,2239,5.77,5.74,3.42
0.81,Ideal,F,SI2,62.9,57,2726,5.97,5.93,3.74
1.02,Premium,F,SI2,59.9,59,4162,6.56,6.59,3.94
0.9,Ideal,F,SI2,61.9,57,4593,6.13,6.18,3.81
