carat,cut,color,clarity,depth,table,price,x,y,z
1.5,Good,F,SI1,60.5,62,11399,7.32,7.38,4.45
0.7,Very Good,F,SI1,59.7,56.9,2403,5.73,5.86,3.46
0.32,Ideal,F,SI1,61.3,55,491,4.44,4.47,2.73
1,Premium,F,SI1,60.8,59,4234,6.44,6.38,3.9
0.3,Ideal,F,VS1,61.8,55,795,4.32,4.36,2.68
0.39,Ideal,F,VVS1,60.9,55,1089,4.75,4.8,2.91
1.01,Ideal,F,SI2,62.7,57,3945,6.37,6.43,4.01
0.24,Very Good,F,VS1,62,56,417,3.94,3.99,2.46
0.76,Ideal,F,SI1,62.7,57,2607,5.82,5.85,3.66
0.91,Ideal,F,SI2,62.2,56,3746,6.17,6.14,3.83
0.33,Very Good,F,VS2,62.4,57,666,4.39,4.43,2.75
0.55,Ideal,F,VVS1,61.2,54,3005,5.3,5.35,3.26
1.03,Very Good,F,SI1,60.6,63,5241,6.47,6.5,3.93
0.25,Very Good,F,VVS2,61.6,57,633,4.05,4.08,2.5
0.64,Very Good,F,SI1,61.2,58,1725,5.54,5.6,3.41
0.87,Ideal,F,SI2,62.2,56,3090,6.03,6.13,3.78
0.75,Very Good,F,SI1,63.4,58,2734,5.75,5.79,3.66
0.9,Ideal,F,SI2,62.4,55,4593,6.17,6.2,3.86
0.4,Premium,F,VS1,62.6,58,1050,4.72,4.68,2.94
0.34,Very Good,F,VVS2,59.6,60,724,4.54,4.59,2.72
1.14,Ideal,F,I1,61.7,57,3755,6.67,6.7,4.13
0.3,Ideal,F,VS1,61.5,55,587,4.33,4.35,2.67
1.45,Fair,F,SI2,64.4,58,6455,7.17,7.11,4.59
0.32,Ideal,F,VVS2,61.2,55,800,4.43,4.46,2.72
0.38,Ideal,F,IF,62.2,55,1397,4.66,4.64,2.89
1.01,Ideal,F,VS1,62.2,57,7240,6.48,6.39,4
0.74,Ideal,F,SI2,62,56,2655,5.78,5.82,3.6
1.3,Premium,F,VVS1,59.3,59,14068,7.11,7.08,4.22
0.4,Premium,F,SI1,62.5,59,945,4.71,4.67,2.93
0.6,Ideal,F,VS2,61.9,55,1875,5.43,5.46,3.37
2.04,Good,F,SI2,64,57,14936,8.04,7.98,5.13
0.4,Premium,F,VS2,59.7,58,1080,4.83,4.79,2.87
0.9,Premium,F,SI2,60.1,59,3704,6.31,6.24,3.77
0.75,Very Good,F,SI1,63.1,58,2347,5.7,5.74,3.61
0.9,Very Good,F,SI1,62.8,56,3842,6.11,6.15,3.85
0.7,Good,F,VS2,64.3,59,2373,5.6,5.56,3.59
0.48,Ideal,F,SI2,61,57,918,5.05,5.08,3.09
1.21,Ideal,F,VVS1,59.8,60,12230,6.95,6.89,4.14
1.12,Ideal,F,SI2,61.8,56,5277,6.65,6.68,4.12
0.53,Ideal,F,VS1,62,55,1812,5.15,5.2,3.21
1,Very Good,F,VVS1,61.1,57,9870,6.36,6.51,3.93
0.9,Ideal,F,SI2,62.6,57,3704,6.2,6.13,3.86
0.93,Premium,F,SI1,62.3,58,4373,6.18,6.22,3.86
1.01,Very Good,F,VS2,61,57,6073,6.42,6.5,3.94
1.15,Ideal,F,VVS2,62.1,55,8903,6.74,6.69,4.17
1.02,Fair,F,SI2,66.6,58,3633,6.21,6.14,4.11
0.41,Premium,F,VVS2,60.1,58,1115,4.79,4.83,2.89
0.32,Ideal,F,VS1,61.9,56,900,4.4,4.35,2.71
1.3,Very Good,F,SI2,61.1,58,6149,6.98,7.02,4.28
0.72,Premium,F,VS1,62.2,57,3167,5.74,5.67,3.55
0.53,Ideal,F,VVS2,62,57,2177,5.17,5.2,3.21
0.28,Very Good,F,VVS2,61.8,60,596,4.16,4.19,2.58
0.8,Very Good,F,SI1,63.1,58,3093,5.89,5.93,3.73
1.39,Premium,F,SI1,62.4,59,8925,7.14,7.09,4.44
0.7,Very Good,F,SI1,62.9,59,2401,5.62,5.67,3.55
1.06,Premium,F,SI2,62.4,58,4372,6.5,6.54,4.07
1,Ideal,F,SI2,61.8,57,4197,6.36,6.45,3.96
1.2,Very Good,F,VS2,61.8,58,9007,6.75,6.78,4.18
0.48,Ideal,F,IF,62.1,55,2154,5,5.05,3.12
0.34,Ideal,F,VVS2,61.8,55,1003,4.46,4.51,2.77
0.7,Very Good,F,VS2,59.5,58,2812,5.75,5.85,3.45
0.72,Ideal,F,VS2,62,56,2943,5.77,5.75,3.57
1.03,Very Good,F,SI2,62.2,56,4449,6.51,6.48,4.04
0.5,Good,F,VS2,63.6,57,1436,5.03,5.07,3.21
1,Good,F,SI1,64.9,57,4844,6.25,6.32,4.08
1.01,Premium,F,VS2,63,58,6165,6.4,6.34,4.01
0.23,Good,F,VVS1,58.1,52,458,4.03,4.1,2.36
0.41,Ideal,F,VVS1,61.6,55,1196,4.79,4.82,2.96
1.01,Very Good,F,VS2,61.4,54,5988,6.4,6.47,3.95
0.38,Ideal,F,SI2,60.9,56,568,4.69,4.74,2.87
1.5,Good,F,VS2,64,56,10134,7.18,7.13,4.64
0.42,Good,F,SI1,63.6,57,722,4.7,4.76,3.01
0.72,Good,F,VS2,64.1,64,2589,5.66,5.6,3.61
0.7,Premium,F,SI1,62.5,59,2354,5.67,5.65,3.54
0.57,Ideal,F,VS1,61,56,2193,5.36,5.4,3.28
2.67,Good,F,SI2,63.8,58,18686,8.69,8.64,5.54
0.4,Premium,F,SI1,62.9,58,882,4.72,4.69,2.96
0.7,Ideal,F,SI1,62.8,56,2528,5.63,5.68,3.55
1.5,Ideal,F,VS2,61.7,54,14092,7.28,7.31,4.5
0.24,Ideal,F,VS2,62.2,57,419,3.96,4.01,2.48
0.8,Ideal,F,SI2,62.5,56,3066,5.94,5.99,3.73
0.59,Very Good,F,SI2,58.6,59,1247,5.53,5.57,3.25
0.38,Premium,F,SI1,60.4,58,898,4.72,4.68,2.84
0.9,Very Good,F,VS1,62.5,58,5279,6.12,6.17,3.84
0.51,Ideal,F,VS2,62.5,53,1431,5.12,5.15,3.21
1.01,Very Good,F,VS2,63.3,56,5662,6.36,6.34,4.02
0.37,Premium,F,VS2,60.6,58,957,4.67,4.63,2.82
0.43,Premium,F,VVS1,60.3,58,1422,4.91,4.88,2.95
0.31,Ideal,F,IF,62.2,55,921,4.35,4.38,2.71
0.57,Good,F,VS2,60,61,1680,5.36,5.43,3.24
0.31,Ideal,F,VS2,60.8,57,749,4.41,4.38,2.67
1.06,Ideal,F,VS2,61.1,57,7776,6.6,6.57,4.03
0.9,Good,F,SI1,61.3,60,3893,6.13,6.18,3.77
0.23,Very Good,F,VVS2,60.4,61,505,3.93,3.95,2.38
0.39,Premium,F,SI1,60.1,59,823,4.77,4.74,2.86
0.84,Premium,F,SI2,62.3,59,2863,6.06,6.01,3.76
0.8,Ideal,F,VS2,61.4,56,4816,5.99,6,3.68
1.01,Ideal,F,VS1,63.2,56,7209,6.35,6.41,4.03
0.92,Ideal,F,SI2,61.5,56,3763,6.27,6.32,3.87
1,Premium,F,SI2,62.9,59,4155,6.39,6.3,3.99
0.91,Very Good,F,SI2,60.6,56,4081,6.27,6.3,3.81
0.35,Ideal,F,VS1,62.4,55,665,4.49,4.52,2.81
0.71,Very Good,F,SI2,60.9,56,2036,5.8,5.83,3.54
0.5,Ideal,F,VS2,62,56,1581,5.07,5.11,3.15
1.51,Premium,F,VS2,62,60,14165,7.23,7.35,4.52
0.41,Very Good,F,VVS1,62.1,56,1295,4.78,4.79,2.97
0.35,Ideal,F,IF,60.9,55,1312,4.58,4.61,2.8
1.01,Very Good,F,VS1,63.9,55,6679,6.28,6.36,4.04
0.57,Ideal,F,IF,61.8,54,2974,5.33,5.35,3.3
1.04,Premium,F,SI1,59.8,59,5284,6.61,6.56,3.94
1.07,Good,F,SI2,58.7,64,4232,6.64,6.68,3.91
0.72,Ideal,F,SI1,62.1,55,2440,5.73,5.8,3.58
0.41,Ideal,F,SI1,61.4,57,753,4.76,4.79,2.93
0.31,Ideal,F,VVS1,61.8,56,959,4.36,4.34,2.69
0.74,Ideal,F,VS1,62,57,3593,5.81,5.78,3.6
0.7,Good,F,SI1,58.7,64,2573,5.77,5.78,3.39
1.01,Premium,F,VS2,62.1,60,6097,6.43,6.36,3.97
0.38,Ideal,F,VS2,62.2,57,1026,4.63,4.6,2.87
1.01,Premium,F,VVS2,62,58,8532,6.36,6.45,3.97
0.34,Very Good,F,SI2,63,58,447,4.45,4.47,2.81
0.8,Very Good,F,VS1,63.6,56,3471,5.83,5.94,3.74
0.73,Very Good,F,VS1,62,57,3200,5.73,5.75,3.56
0.34,Ideal,F,VS2,62.1,56,686,4.45,4.47,2.77
0.31,Ideal,F,VVS2,61.5,56,775,4.35,4.37,2.68
1.28,Ideal,F,VS1,61.5,55,12061,6.98,7.01,4.3
0.3,Ideal,F,VVS2,61.6,55,751,4.3,4.33,2.66
1,Very Good,F,SI1,63.1,57,4704,6.37,6.33,4.01
0.64,Very Good,F,SI1,60.7,59,1688,5.51,5.59,3.37
0.33,Ideal,F,VVS1,61.8,55,1141,4.44,4.46,2.75
0.31,Ideal,F,VS2,60.8,57,583,4.38,4.41,2.67
0.42,Premium,F,SI1,60,59,773,4.85,4.88,2.92
1.09,Very Good,F,VS2,61.4,54,6990,6.66,6.7,4.1
0.51,Good,F,SI1,64,57,1186,5.01,5.06,3.22
0.66,Very Good,F,SI1,59.2,58,1918,5.69,5.72,3.38
0.8,Ideal,F,VS1,62.2,56,4362,5.93,5.96,3.7
0.42,Ideal,F,VVS2,62.2,56,1221,4.82,4.79,2.99
1.51,Good,F,SI2,63.7,59,7208,7.15,7.26,4.59
0.91,Very Good,F,SI2,61.6,59,3653,6.14,6.24,3.81
0.46,Very Good,F,SI2,61.6,55,859,4.98,5.02,3.08
0.7,Premium,F,VVS1,63,60,3204,5.62,5.59,3.53
0.4,Very Good,F,VVS2,62.9,55,972,4.72,4.75,2.98
1.72,Very Good,F,SI1,63.2,61,13622,7.62,7.57,4.8
1.51,Premium,F,SI1,60.7,58,11666,7.41,7.38,4.49
0.7,Premium,F,VVS1,62.4,56,3300,5.69,5.63,3.53
0.29,Very Good,F,VVS1,62.1,55,731,4.26,4.28,2.65
0.23,Ideal,F,VVS2,62.3,56,530,3.95,4.01,2.48
0.77,Ideal,F,VS2,61.8,56,3533,5.9,5.92,3.65
0.56,Ideal,F,VS2,61,55,1708,5.33,5.35,3.26
0.3,Very Good,F,VVS2,59.9,56,730,4.38,4.44,2.64
1.22,Premium,F,SI1,62.5,59,7059,6.83,6.78,4.25
0.71,Premium,F,VS2,62.4,59,2686,5.71,5.66,3.55
0.8,Ideal,F,SI2,62,57,2495,5.96,5.98,3.7
1.07,Good,F,I1,64.3,59,3415,6.42,6.37,4.11
0.51,Ideal,F,VS2,60.6,57,1583,5.17,5.2,3.14
0.33,Ideal,F,VVS2,60.9,56,974,4.47,4.5,2.73
0.52,Premium,F,VS2,62.1,59,1720,5.15,5.12,3.19
0.73,Premium,F,SI2,61.6,58,2309,5.79,5.73,3.55
1.21,Ideal,F,VS2,61.2,57,8452,6.87,6.82,4.19
0.23,Very Good,F,IF,59.5,58,530,4,4.03,2.39
0.6,Ideal,F,SI1,61.5,58,1646,5.38,5.41,3.32
0.7,Ideal,F,SI2,62.1,57,2398,5.65,5.69,3.52
0.43,Ideal,F,VVS1,62.3,55,1358,4.85,4.88,3.03
0.52,Ideal,F,VS2,61.2,56,1625,5.19,5.37,3.2
1.53,Very Good,F,VS1,63.2,58,11379,7.33,7.3,4.62
1.03,Ideal,F,SI1,62.1,56,6183,6.5,6.46,4.03
0.31,Very Good,F,VVS1,59.2,62,777,4.34,4.41,2.59
1,Premium,F,SI2,61.6,61,4452,6.36,6.33,3.91
1.01,Ideal,F,VS1,60.8,57,7412,6.54,6.52,3.97
1.01,Very Good,F,SI1,61.9,57,4619,6.37,6.42,3.96
1.09,Ideal,F,SI1,62,56,5816,6.56,6.61,4.08
1.54,Premium,F,VS2,62.8,58,14188,7.33,7.29,4.59
0.56,Ideal,F,VS1,62.1,56,2097,5.32,5.28,3.29
0.55,Ideal,F,VS2,61.4,56,1715,5.28,5.31,3.25
0.75,Premium,F,VS2,61.6,58,3013,5.84,5.89,3.61
0.7,Very Good,F,SI1,61.3,58,2312,5.7,5.72,3.5
0.7,Good,F,SI1,64.3,63,2059,5.58,5.55,3.58
1.09,Very Good,F,IF,61.4,56,11631,6.62,6.68,4.08
1.04,Ideal,F,SI1,60.9,56,5795,6.61,6.56,4.01
1.01,Very Good,F,SI1,61,57,5174,6.44,6.54,3.96
0.81,Very Good,F,SI2,62.7,58,2942,5.92,5.95,3.72
0.9,Fair,F,SI1,65.1,56,3437,6.08,6.05,3.95
0.64,Ideal,F,VS1,61.9,56.8,2222,5.55,5.6,3.45
0.9,Good,F,SI1,63.1,58,3950,6.12,6.18,3.88
1.24,Premium,F,VS2,62.2,58,9411,6.89,6.84,4.27
0.55,Ideal,F,SI1,61,56,1390,5.28,5.34,3.24
0.51,Ideal,F,VS2,62.7,57,1562,5.11,5.06,3.19
0.7,Ideal,F,VS2,61.4,58,3011,5.7,5.73,3.51
1.03,Premium,F,SI1,60.9,61,5087,6.54,6.5,3.97
1.55,Ideal,F,SI2,61.9,55,10937,7.44,7.4,4.6
0.41,Good,F,I1,63.8,57,503,4.69,4.72,3
0.71,Fair,F,SI1,57,62,2149,5.84,5.87,3.34
0.57,Premium,F,SI1,62.7,59,1571,5.3,5.26,3.31
1.04,Ideal,F,SI1,62.2,57,4770,6.5,6.4,4.01
0.32,Good,F,VS2,63.4,57,645,4.32,4.36,2.75
0.33,Ideal,F,VVS1,62.5,54,880,4.43,4.46,2.78
0.6,Good,G,VS2,64.3,57,1793,5.31,5.38,3.43
0.98,Fair,G,I1,69.7,58,1712,6.08,5.98,4.21
1.01,Good,G,SI2,59.2,65,4047,6.35,6.41,3.78
0.35,Very Good,G,IF,60.5,56,1001,4.56,4.6,2.77
0.7,Very Good,G,SI1,62.5,60,2042,5.64,5.68,3.54
0.3,Ideal,G,SI1,62.3,56,477,4.27,4.3,2.67
0.31,Good,G,VVS2,63.8,56,707,4.24,4.28,2.72
0.41,Very Good,G,VS1,62.7,57,899,4.74,4.77,2.98
2.52,Good,G,SI2,63.7,59,17608,8.57,8.52,5.44
0.83,Very Good,G,SI2,63.3,57,2543,5.97,5.91,3.76
0.7,Good,G,VS1,60.6,61,2591,5.71,5.77,3.48
1.5,Premium,G,VS2,60.5,59,13112,7.39,7.35,4.46
0.9,Good,G,SI1,60,61,3752,6.19,6.22,3.72
0.31,Ideal,G,VS1,62.7,57,542,4.31,4.34,2.71
0.5,Ideal,G,VVS1,62.1,53.5,1865,5.08,5.13,3.17
0.83,Premium,G,VS1,58.8,58,3602,6.2,6.15,3.63
1.37,Ideal,G,VVS1,62.6,55,12455,7.12,7.07,4.44
1.08,Ideal,G,VS2,62.1,57,5559,6.54,6.57,4.07
0.92,Premium,G,SI2,62.4,57,3555,6.22,6.18,3.87
0.34,Premium,G,VS2,61.2,58,596,4.46,4.5,2.74
0.36,Ideal,G,VVS1,62.8,57,1053,4.55,4.52,2.85
1.01,Premium,G,VS2,61.6,60,6108,6.51,6.42,3.98
0.33,Ideal,G,VVS1,62.2,57,1114,4.46,4.41,2.76
1.14,Premium,G,SI1,62.2,58,5326,6.64,6.7,4.15
0.31,Ideal,G,VS2,61.6,54,698,4.41,4.39,2.71
0.7,Fair,G,VS2,66.5,57,2575,5.4,5.46,3.61
0.32,Ideal,G,VS1,60.8,57,828,4.42,4.39,2.68
0.93,Premium,G,SI2,61.7,60,3802,6.25,6.2,3.84
0.25,Very Good,G,VVS1,61.8,56,525,4.03,4.06,2.5
0.3,Ideal,G,VS1,62.4,57,624,4.3,4.32,2.69
0.74,Very Good,G,SI2,62.8,59,2262,5.71,5.76,3.6
0.31,Premium,G,VS2,61.5,59,698,4.35,4.33,2.67
1.14,Good,G,I1,63.7,56,2327,6.63,6.55,4.2
1.01,Premium,G,SI1,62.9,61,4672,6.4,6.36,4.01
1.5,Ideal,G,VS1,61.3,56,16171,7.41,7.37,4.53
0.75,Ideal,G,SI1,62.2,55,2760,5.87,5.8,3.63
1.27,Ideal,G,VVS1,61.7,56,10805,6.9,7.03,4.3
0.35,Ideal,G,VS1,61.9,55,706,4.52,4.53,2.8
1.02,Premium,G,SI2,62.5,58,3656,6.42,6.34,3.99
0.75,Premium,G,SI1,59.1,59,2622,5.98,5.9,3.51
0.73,Ideal,G,VVS2,62.1,56,3396,5.78,5.81,3.59
0.7,Good,G,SI1,63.9,58,2218,5.57,5.51,3.54
0.53,Ideal,G,VVS2,60.4,56,1948,5.24,5.29,3.18
0.73,Fair,G,VS2,60.1,65,2401,5.91,5.81,3.52
0.41,Premium,G,SI1,61.3,58,719,4.76,4.8,2.93
0.37,Ideal,G,IF,62.1,54,1056,4.6,4.64,2.87
0.32,Ideal,G,VVS1,62.2,55,842,4.38,4.4,2.73
0.52,Ideal,G,VVS1,61.9,54.4,1936,5.15,5.18,3.2
0.33,Premium,G,VS1,60.3,58,797,4.52,4.5,2.72
1.51,Very Good,G,VS1,60.2,63,12430,7.39,7.36,4.44
1.2,Good,G,SI2,62.1,60,5310,6.72,6.78,4.19
0.42,Premium,G,VS1,60.8,59,984,4.85,4.79,2.93
1.02,Ideal,G,SI1,60.5,59,4882,6.55,6.51,3.95
1.12,Ideal,G,I1,60.3,57,3874,6.73,6.8,4.08
1.02,Fair,G,VVS2,64.6,59,6736,6.31,6.29,4.07
1.32,Ideal,G,VS2,61.1,57,9580,7.13,7.07,4.34
1.29,Ideal,G,SI2,61.5,55,6321,7.03,6.99,4.31
0.51,Ideal,G,VS1,60.4,59,1668,5.16,5.21,3.13
0.34,Premium,G,VS2,61.1,60,765,4.53,4.51,2.76
0.31,Premium,G,VS1,61.8,59,802,4.35,4.32,2.68
0.33,Ideal,G,VS2,62,57,579,4.44,4.47,2.76
0.7,Ideal,G,VVS2,60.3,57,3191,5.75,5.83,3.49
0.31,Ideal,G,VVS1,62.3,54,789,4.37,4.4,2.73
0.41,Good,G,SI2,63.6,54,784,4.74,4.7,3
0.42,Ideal,G,VS1,61.8,56,984,4.84,4.8,2.98
0.34,Ideal,G,SI1,62.7,57,607,4.51,4.48,2.82
0.43,Ideal,G,VS1,61.9,55,943,4.84,4.86,3
0.34,Very Good,G,SI1,61.2,54,536,4.53,4.56,2.78
2.06,Premium,G,SI2,61.8,58,16587,8.15,8.1,5.02
0.72,Ideal,G,VVS2,61.2,57,3126,5.72,5.81,3.53
1.14,Ideal,G,VS1,60.9,57,7750,6.7,6.82,4.12
1.06,Ideal,G,VS2,62.7,55,6411,6.53,6.49,4.08
1.16,Ideal,G,SI2,61.5,54,5301,6.78,6.75,4.16
0.56,Ideal,G,VVS2,62.6,53,2148,5.27,5.31,3.31
0.35,Ideal,G,VVS2,62.1,56,1024,4.51,4.47,2.79
0.29,Very Good,G,VS1,58.1,59,660,4.39,4.42,2.56
0.38,Ideal,G,VS1,61.5,57,794,4.66,4.71,2.88
1.2,Premium,G,VS1,62.8,58,8602,6.84,6.75,4.27
0.4,Premium,G,SI1,62.8,60,900,4.7,4.66,2.94
1.02,Premium,G,VS2,62.5,58,6301,6.41,6.46,4.02
0.32,Very Good,G,VVS1,60.9,57,676,4.41,4.44,2.69
0.38,Ideal,G,SI1,61.8,54,969,4.69,4.67,2.9
0.33,Ideal,G,IF,61.8,55,1052,4.48,4.45,2.76
1.51,Premium,G,VS2,59.6,57,12696,7.52,7.49,4.47
1.26,Ideal,G,SI1,61.3,57,7230,6.94,6.99,4.27
0.4,Premium,G,VVS2,61.3,59,980,4.78,4.74,2.92
0.4,Ideal,G,VVS1,60.8,57,1097,4.78,4.81,2.91
0.32,Premium,G,VS2,62.6,60,561,4.33,4.36,2.72
1.25,Premium,G,VS1,60,61,8736,7.03,6.92,4.23
2,Good,G,SI2,64.2,60,9999,7.89,7.81,5.04
0.5,Good,G,VS1,59.8,63,1645,5.12,5.15,3.07
1.04,Ideal,G,VS1,61.7,57,7294,6.47,6.53,4.01
0.71,Ideal,G,VS2,59.5,57,2974,5.81,5.8,3.46
1.2,Ideal,G,VS1,62.4,57,8545,6.78,6.8,4.24
0.3,Premium,G,VS1,60.3,62,776,4.33,4.3,2.6
1.03,Fair,G,SI1,64.7,63,4424,6.36,6.31,4.1
1.7,Ideal,G,VS1,62.5,57,13398,7.61,7.57,4.74
0.32,Ideal,G,VS1,62,56,828,4.41,4.37,2.72
0.5,Very Good,G,VVS2,61.3,57,1729,5.12,5.15,3.15
1.52,Ideal,G,VVS1,61.4,57,16343,7.38,7.4,4.54
1.01,Very Good,G,VS2,60.2,58,6213,6.51,6.54,3.93
1.04,Ideal,G,VS1,61.5,56,7294,6.53,6.57,4.03
1.05,Ideal,G,SI1,59.7,56,5204,6.67,6.64,3.97
0.34,Premium,G,VS2,62.4,59,765,4.47,4.41,2.77
1.02,Ideal,G,VS2,61.4,55,6499,6.48,6.51,3.99
1.11,Very Good,G,VS2,62.2,57,6953,6.55,6.6,4.09
0.41,Good,G,I1,63.8,56,600,4.74,4.7,3.01
0.71,Good,G,SI1,63.6,56,2428,5.65,5.67,3.6
1.51,Very Good,G,VS1,63.1,55,12603,7.34,7.3,4.62
0.3,Very Good,G,VVS2,63,57,684,4.28,4.32,2.71
0.41,Premium,G,SI1,61.7,59,923,4.73,4.71,2.91
1.06,Very Good,G,VS2,59.8,58,6818,6.64,6.7,3.99
0.7,Fair,G,SI1,61.6,66,1995,5.62,5.57,3.45
0.52,Premium,G,SI2,59.2,60,1121,5.29,5.21,3.11
0.25,Very Good,G,VVS1,61.4,56,525,4.04,4.07,2.49
1.5,Good,G,SI1,59.7,65,9954,7.46,7.34,4.42
0.7,Very Good,G,SI2,63.2,57,1715,5.66,5.59,3.55
0.51,Premium,G,SI2,63,61,1056,5.08,4.99,3.17
1.15,Premium,G,SI1,63,59,5384,6.68,6.63,4.19
0.4,Ideal,G,SI1,62,55,692,4.72,4.76,2.94
0.32,Premium,G,VS2,62,58,720,4.38,4.33,2.7
2.06,Premium,G,SI2,61.8,58,16437,8.1,8.15,5.02
0.93,Ideal,G,SI1,62.2,58,4666,6.2,6.24,3.87
2.05,Good,G,I1,56.9,58,7026,8.46,8.3,4.77
0.97,Premium,G,SI2,61.3,57,4101,6.37,6.32,3.89
0.9,Good,G,SI1,63.7,56,3074,6.1,6.06,3.87
0.5,Good,G,VS2,59.3,65,1259,5.1,5.12,3.03
0.33,Ideal,G,IF,61.3,57,984,4.42,4.46,2.72
0.3,Very Good,G,VS1,63.5,58,725,4.26,4.21,2.69
1.21,Good,G,SI1,63.8,58,5597,6.75,6.64,4.27
0.9,Ideal,G,SI2,62.4,57,2968,6.16,6.13,3.84
1.23,Premium,G,SI2,62.8,59,4426,6.76,6.72,4.23
0.36,Premium,G,SI1,61.8,59,537,4.55,4.57,2.82
0.74,Very Good,G,SI1,63.5,60,2468,5.73,5.68,3.62
1.24,Ideal,G,VS1,61.8,55,10946,6.85,6.89,4.25
1.04,Good,G,VS2,61.4,65,5535,6.53,6.47,3.99
0.6,Ideal,G,VS1,61.2,56,2147,5.43,5.47,3.33
1.51,Premium,G,SI2,62.8,56,8794,7.3,7.22,4.56
0.55,Ideal,G,IF,62,55,2398,5.25,5.29,3.27
1.75,Premium,G,VS2,61.5,59,16783,7.76,7.66,4.74
0.32,Ideal,G,VVS2,61.8,55,730,4.41,4.43,2.73
0.31,Ideal,G,SI2,60.5,57,408,4.36,4.4,2.65
0.35,Ideal,G,SI1,61.8,55,503,4.54,4.56,2.81
0.36,Premium,G,IF,61,59,1074,4.55,4.6,2.79
2.01,Ideal,G,SI1,62.1,57,18736,8.07,8.09,5.02
1.01,Ideal,G,SI1,62.6,56,5698,6.37,6.41,4
0.77,Very Good,G,SI1,63.2,57,2586,5.86,5.76,3.67
0.9,Good,G,VVS1,64,55,4382,6.05,6.02,3.86
0.34,Premium,G,VS2,61.3,58,596,4.51,4.53,2.77
2,Good,G,SI1,64.2,59,17902,7.93,7.84,5.06
0.77,Premium,G,VS2,61.3,57,2803,5.93,5.88,3.62
0.7,Ideal,G,SI1,60.9,57,2415,5.79,5.77,3.52
0.33,Very Good,G,VS1,62,59,666,4.36,4.42,2.72
0.41,Good,G,SI2,63.7,55,732,4.75,4.7,3.01
0.56,Ideal,G,VVS1,61.7,57,1993,5.29,5.31,3.27
1.54,Premium,G,VS2,61.8,58,13120,7.43,7.39,4.58
1,Fair,G,SI1,65.7,54,2964,6.24,6.16,4.07
0.41,Very Good,G,VS2,61.4,59.2,813,4.76,4.78,2.93
1.33,Very Good,G,SI2,62,59,6603,7.1,7.04,4.38
0.32,Very Good,G,VS1,61.2,62,602,4.41,4.45,2.71
0.32,Premium,G,VS2,61.5,58,561,4.35,4.4,2.69
0.39,Ideal,G,VVS2,60.6,57,902,4.72,4.75,2.87
